ticket_id,category,ticket_text,sentiment_score,sentiment_label,escalated,resolution_hours
TICKET00000,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,2.6
TICKET00001,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,8.2
TICKET00002,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,11.3
TICKET00003,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,1.2
TICKET00004,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,0.2
TICKET00005,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,20.2
TICKET00006,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,4.1
TICKET00007,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,7.6
TICKET00008,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,1,7.9
TICKET00009,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,1,20.9
TICKET00010,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,2.7
TICKET00011,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,11.9
TICKET00012,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,1,2.8
TICKET00013,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,1,2.2
TICKET00014,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,3.8
TICKET00015,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,3.9
TICKET00016,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,2.3
TICKET00017,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,5.9
TICKET00018,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,9.5
TICKET00019,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,2.5
TICKET00020,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,13.5
TICKET00021,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,7.0
TICKET00022,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,5.9
TICKET00023,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,19.0
TICKET00024,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,12.9
TICKET00025,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,3.3
TICKET00026,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,1,27.2
TICKET00027,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,5.6
TICKET00028,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,9.9
TICKET00029,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,5.0
TICKET00030,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,12.2
TICKET00031,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,5.9
TICKET00032,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,4.0
TICKET00033,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,7.1
TICKET00034,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,4.3
TICKET00035,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,19.8
TICKET00036,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,1,17.7
TICKET00037,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,37.9
TICKET00038,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,0,12.3
TICKET00039,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,0.5
TICKET00040,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,3.5
TICKET00041,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,4.3
TICKET00042,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,5.2
TICKET00043,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,1.4
TICKET00044,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,9.6
TICKET00045,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,0,22.5
TICKET00046,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,1.4
TICKET00047,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,1,10.8
TICKET00048,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,1.9
TICKET00049,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,1.1
TICKET00050,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,4.5
TICKET00051,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,11.8
TICKET00052,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,4.7
TICKET00053,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,2.7
TICKET00054,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,1.6
TICKET00055,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,2.4
TICKET00056,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,8.3
TICKET00057,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,1,41.8
TICKET00058,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,7.2
TICKET00059,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,14.9
TICKET00060,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,1,2.4
TICKET00061,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,1,42.7
TICKET00062,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,2.6
TICKET00063,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,3.6
TICKET00064,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,1,26.2
TICKET00065,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,0.9
TICKET00066,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,1,42.4
TICKET00067,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,8.0
TICKET00068,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,10.9
TICKET00069,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,1,17.8
TICKET00070,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,24.0
TICKET00071,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,2.4
TICKET00072,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,1,18.0
TICKET00073,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,9.4
TICKET00074,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,1,7.1
TICKET00075,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,3.0
TICKET00076,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,1.3
TICKET00077,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,2.7
TICKET00078,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,1.7
TICKET00079,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,1,19.4
TICKET00080,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,15.6
TICKET00081,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,15.2
TICKET00082,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,20.9
TICKET00083,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,2.3
TICKET00084,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,0.9
TICKET00085,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,8.3
TICKET00086,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,1.9
TICKET00087,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,1,3.5
TICKET00088,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,1,24.3
TICKET00089,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,1,19.8
TICKET00090,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,9.6
TICKET00091,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,7.0
TICKET00092,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,8.4
TICKET00093,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,30.6
TICKET00094,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,0,8.5
TICKET00095,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,0.5
TICKET00096,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,2.3
TICKET00097,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,7.7
TICKET00098,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,2.9
TICKET00099,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,2.6
TICKET00100,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,13.3
TICKET00101,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,3.9
TICKET00102,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,2.3
TICKET00103,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,3.9
TICKET00104,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,3.6
TICKET00105,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,28.8
TICKET00106,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,21.6
TICKET00107,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,7.2
TICKET00108,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,24.4
TICKET00109,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,6.3
TICKET00110,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,1,24.7
TICKET00111,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,14.7
TICKET00112,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,0,3.3
TICKET00113,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,4.0
TICKET00114,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,0.2
TICKET00115,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,14.6
TICKET00116,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,6.7
TICKET00117,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,15.1
TICKET00118,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,0,2.2
TICKET00119,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,10.1
TICKET00120,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,4.5
TICKET00121,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,1,7.2
TICKET00122,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,1.2
TICKET00123,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,7.9
TICKET00124,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,2.9
TICKET00125,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,14.6
TICKET00126,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,5.3
TICKET00127,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,9.1
TICKET00128,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,1,10.8
TICKET00129,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,9.3
TICKET00130,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,0.5
TICKET00131,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,10.9
TICKET00132,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,16.7
TICKET00133,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,0,10.0
TICKET00134,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,1,14.7
TICKET00135,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,3.2
TICKET00136,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,1,14.9
TICKET00137,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,5.0
TICKET00138,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,0,0.6
TICKET00139,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,1,21.9
TICKET00140,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,2.3
TICKET00141,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,1,4.6
TICKET00142,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,0,5.9
TICKET00143,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,1.2
TICKET00144,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,16.7
TICKET00145,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,7.7
TICKET00146,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,0.4
TICKET00147,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,2.1
TICKET00148,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,0.3
TICKET00149,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,1,13.0
TICKET00150,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,1,12.1
TICKET00151,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,1,17.5
TICKET00152,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,4.6
TICKET00153,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,3.3
TICKET00154,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,9.4
TICKET00155,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,5.5
TICKET00156,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,20.0
TICKET00157,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,6.7
TICKET00158,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,8.0
TICKET00159,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,5.3
TICKET00160,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,7.6
TICKET00161,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,4.2
TICKET00162,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,1,13.6
TICKET00163,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,9.3
TICKET00164,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,10.3
TICKET00165,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,1,30.0
TICKET00166,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,43.5
TICKET00167,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,9.4
TICKET00168,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,3.4
TICKET00169,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,1,5.7
TICKET00170,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,11.4
TICKET00171,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,0.4
TICKET00172,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,5.6
TICKET00173,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,13.6
TICKET00174,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,3.8
TICKET00175,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,1,13.5
TICKET00176,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,8.3
TICKET00177,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,5.6
TICKET00178,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,14.5
TICKET00179,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,2.8
TICKET00180,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,5.2
TICKET00181,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,1,21.1
TICKET00182,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,19.9
TICKET00183,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,51.5
TICKET00184,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,1,27.0
TICKET00185,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,6.9
TICKET00186,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,10.3
TICKET00187,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,1,18.7
TICKET00188,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,2.3
TICKET00189,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,3.3
TICKET00190,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,1.4
TICKET00191,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,16.8
TICKET00192,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,3.6
TICKET00193,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,0,9.2
TICKET00194,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,3.3
TICKET00195,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,1,6.6
TICKET00196,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,3.0
TICKET00197,Shipping/Delivery,My order was supposed to arrive three days ago and there's no update.,-0.296,Neutral,0,4.9
TICKET00198,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,0,1.4
TICKET00199,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,3.8
TICKET00200,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,3.7
TICKET00201,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,8.9
TICKET00202,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,2.6
TICKET00203,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,1.2
TICKET00204,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,8.1
TICKET00205,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,7.2
TICKET00206,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,1,7.2
TICKET00207,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,11.9
TICKET00208,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,1,31.9
TICKET00209,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,3.6
TICKET00210,Shipping/Delivery,Tracking says delivered but I never received anything.,0.0,Neutral,0,0.4
TICKET00211,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,12.8
TICKET00212,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,1,15.3
TICKET00213,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,10.3
TICKET00214,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,9.7
TICKET00215,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,1,8.6
TICKET00216,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,0.6
TICKET00217,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,0.8
TICKET00218,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,1,24.7
TICKET00219,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,2.3
TICKET00220,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,1,40.3
TICKET00221,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,2.2
TICKET00222,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,4.1
TICKET00223,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,2.1
TICKET00224,General Inquiry,Do you offer student discounts on annual plans?,0.0,Neutral,0,13.1
TICKET00225,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,6.5
TICKET00226,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,2.8
TICKET00227,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,3.7
TICKET00228,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,9.5
TICKET00229,Billing,"My invoice shows an incorrect amount, can someone check this?",0.0,Neutral,0,9.5
TICKET00230,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,3.4
TICKET00231,General Inquiry,"Thanks for the quick help earlier, just confirming the update went through.",0.6808,Positive,0,3.9
TICKET00232,Shipping/Delivery,"The package arrived damaged, very disappointed with the packaging.",-0.7425,Negative,0,11.1
TICKET00233,General Inquiry,Just wanted to ask about your return policy before I buy.,0.0,Neutral,0,8.9
TICKET00234,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,1.9
TICKET00235,Shipping/Delivery,"This delay is unacceptable, I needed this for an event.",-0.6486,Negative,1,21.1
TICKET00236,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,1,21.7
TICKET00237,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,1,14.5
TICKET00238,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,1,32.9
TICKET00239,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,3.0
TICKET00240,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,1,22.1
TICKET00241,Account Access,I can't access my account from my new phone.,0.0,Neutral,0,12.4
TICKET00242,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,4.4
TICKET00243,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,12.6
TICKET00244,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,5.7
TICKET00245,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,4.9
TICKET00246,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,2.8
TICKET00247,Billing,"I was charged twice for my subscription this month, please refund the extra charge.",0.128,Neutral,0,4.4
TICKET00248,Account Access,"Two-factor authentication code never arrives, I'm stuck.",0.1877,Neutral,0,10.9
TICKET00249,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,12.1
TICKET00250,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,7.8
TICKET00251,Billing,This is the third time I've been overcharged. Extremely frustrating.,-0.4927,Negative,0,5.2
TICKET00252,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,3.5
TICKET00253,Shipping/Delivery,Can you tell me when my order will actually ship?,0.0,Neutral,0,3.9
TICKET00254,Technical Issue,"The app keeps crashing every time I try to log in, this is really annoying.",-0.4576,Negative,0,8.5
TICKET00255,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,5.8
TICKET00256,General Inquiry,What are your customer support hours on weekends?,0.4019,Positive,0,10.8
TICKET00257,Billing,Why is my bill higher than usual? I did not change my plan.,0.0,Neutral,0,6.6
TICKET00258,Technical Issue,"Login page won't load, tried on two browsers already.",0.0,Neutral,0,3.3
TICKET00259,Account Access,"Someone please unlock my account, I've been trying for an hour.",0.3182,Positive,0,3.3
TICKET00260,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,0,1.8
TICKET00261,General Inquiry,"Loved the recent update, just wanted to say the new dashboard looks great.",0.8402,Positive,0,5.1
TICKET00262,Account Access,"My account got locked after too many login attempts, please help.",0.6124,Positive,0,5.5
TICKET00263,Technical Issue,"Nothing is working today, this is the worst experience I've had.",-0.6249,Negative,0,4.5
TICKET00264,Technical Issue,The website has been down for me since this morning.,0.0,Neutral,1,16.6
TICKET00265,Technical Issue,"I can't upload files anymore, getting an error message constantly.",-0.4019,Negative,0,20.4
TICKET00266,Account Access,I forgot my password and the reset link isn't arriving in my email.,0.0,Neutral,0,4.6
TICKET00267,Billing,I need a receipt for last month's payment for my records.,0.0,Neutral,0,12.4
